Text Range,Leaf,Page,Bar Hama 2,Gap,Notes,URL-suffix
2 Chron 29:28–30:12,238r,475,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_238r,,,238r
2 Chron 30:12–31:2,238v,476,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_238v,,,238v
2 Chron 31:2–32:1,239r,477,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_239r,,,239r
2 Chron 32:1–32:21,239v,478,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_239v,,,239v
2 Chron 32:21–33:8,240r,479,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_240r,,,240r
2 Chron 33:8–34:4,240v,480,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_240v,,,240v
2 Chron 34:4–34:22,241r,481,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_241r,,,241r
2 Chron 34:22–35:7,241v,482,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_241v,,,241v
2 Chron 35:7–35:25,241ar,483,,,,
2 Chron 35:25–36:19,241av,484,,,,
2 Chron 36:19–Ps 4:5,242r,485,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_242r,,,242r
Ps 4:6–7:18,242v,486,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_242v,,,242v
Ps 8:1–10:14,243r,487,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_243r,,,243r
Ps 10:14–14:7,243v,488,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_243v,After,,243v
Ps 25:2–27:11,244r,489,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_244r,Before,,244r
Ps 27:11–31:5,244v,490,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_244v,,,244v
Ps 31:6–33:12,245r,491,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_245r,,,245r
Ps 33:12–35:15,245v,492,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_245v,,,245v
Ps 35:16–37:19,246r,493,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_246r,,,246r
Ps 37:20–39:5,246v,494,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_246v,,,246v
Ps 39:5–41:9,247r,495,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_247r,,,247r
Ps 41:9–44:10,247v,496,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_247v,,,247v
Ps 44:11–46:8,248r,497,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_248r,,,248r
Ps 46:9–49:15,248v,498,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_248v,,,248v
Ps 49:15–51:14,249r,499,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_249r,,,249r
Ps 51:14–55:6,249v,500,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_249v,,,249v
Ps 55:6–57:7,250r,501,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_250r,,,250r
Ps 57:7–60:3,250v,502,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_250v,,,250v
Ps 60:4–63:6,251r,503,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_251r,,,251r
Ps 63:7–66:7,251v,504,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_251v,,,251v
Ps 66:7–68:19,252r,505,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_252r,,,252r
Ps 68:19–69:19,252v,506,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_252v,,,252v
Ps 69:19–71:17,253r,507,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_253r,,,253r
Ps 71:18–73:10,253v,508,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_253v,,,253v
Ps 73:11–74:22,254r,509,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_254r,,,254r
Ps 74:23–77:16,254v,510,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_254v,,,254v
Ps 77:17–78:38,255r,511,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_255r,,,255r
Ps 78:38–79:7,255v,512,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_255v,,,255v
Ps 79:7–81:14,256r,513,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_256r,,,256r
Ps 81:15–84:11,256v,514,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_256v,,,256v
Ps 84:11–87:6,257r,515,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_257r,,,257r
Ps 87:7–89:22,257v,516,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_257v,,,257v
Ps 89:22–90:15,258r,517,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_258r,,,258r
Ps 90:15–94:5,258v,518,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_258v,,,258v
Ps 94:6–97:2,259r,519,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_259r,,,259r
Ps 97:3–101:2,259v,520,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_259v,,,259v
Ps 101:3–103:9,260r,521,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_260r,,,260r
Ps 103:9–104:29,260v,522,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_260v,,,260v
Ps 104:29–105:44,261r,523,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_261r,,,261r
Ps 105:45–106:45,261v,524,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_261v,,,261v
Ps 106:46–107:41,262r,525,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_262r,,,262r
Ps 107:42–109:30,262v,526,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_262v,,,262v
Ps 109:30–114:1,263r,527,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_263r,,,263r
Ps 114:2–118:1,263v,528,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_263v,,,263v
Ps 118:2–119:23,264r,529,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_264r,,,264r
Ps 119:24–119:72,264v,530,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_264v,,,264v
Ps 119:73–119:121,265r,531,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_265r,,,265r
Ps 119:122–119:170,265v,532,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_265v,,,265v
Ps 119:171–124:5,266r,533,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_266r,,,266r
Ps 124:6–130:1,266v,534,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_266v,,,266v
Ps 130:1–135:2,267r,535,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_267r,,,267r
Ps 135:3–137:4,267v,536,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_267v,,,267v
Ps 137:4–140:3,268r,537,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_268r,,,268r
Ps 140:3–143:5,268v,538,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_268v,,,268v
Ps 143:5–145:20,269r,539,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_269r,,,269r
Ps 145:21–148:14,269v,540,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_269v,,,269v
Ps 149:1–Job 1:16,270r,541,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_270r,,,270r
Job 1:16–3:6,270v,542,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_270v,,,270v
Job 3:6–5:10,271r,543,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_271r,,,271r
Job 5:10–6:30,271v,544,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_271v,,,271v
Job 7:1–9:5,272r,545,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_272r,,,272r
Job 9:5–10:20,272v,546,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_272v,,,272v
Job 10:20–13:2,273r,547,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_273r,,,273r
Job 13:2–14:21,273v,548,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_273v,,,273v
Job 14:22–16:12,274r,549,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_274r,,,274r
Job 16:13–19:6,274v,550,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_274v,,,274v
Job 19:7–20:26,275r,551,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_275r,,,275r
Job 20:27–22:13,275v,552,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_275v,,,275v
Job 22:13–24:14,276r,553,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_276r,,,276r
Job 24:15–27:16,276v,554,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_276v,,,276v
Job 27:16–29:14,277r,555,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_277r,,,277r
Job 29:14–31:6,277v,556,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_277v,,,277v
Job 31:7–32:7,278r,557,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_278r,,,278r
Job 32:8–33:33,278v,558,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_278v,,,278v
Job 34:1–35:10,279r,559,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_279r,,,279r
Job 35:10–37:9,279v,560,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_279v,,,279v
Job 37:9–38:30,280r,561,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_280r,,,280r
Job 38:31–40:5,280v,562,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_280v,,,280v
Job 40:6–41:22,281r,563,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_281r,,,281r
Job 41:23–Prov 1:8,281v,564,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_281v,,,281v
Prov 1:9–2:16,282r,565,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_282r,,,282r
Prov 2:16–4:1,282v,566,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_282v,,,282v
Prov 4:1–5:17,283r,567,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_283r,,,283r
Prov 5:18–6:31,283v,568,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_283v,,,283v
Prov 6:31–8:13,284r,569,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_284r,,,284r
Prov 8:13–10:3,284v,570,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_284v,,,284v
Prov 10:3–11:13,285r,571,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_285r,,,285r
Prov 11:14–12:25,285v,572,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_285v,,,285v
Prov 12:25–14:17,286r,573,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_286r,,,286r
Prov 14:18–15:27,286v,574,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_286v,,,286v
Prov 15:28–17:8,287r,575,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_287r,,,287r
Prov 17:9–19:4,287v,576,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_287v,,,287v
Prov 19:4–20:23,288r,577,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_288r,,,288r
Prov 20:23–22:10,288v,578,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_288v,,,288v
Prov 22:11–23:29,289r,579,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_289r,,,289r
Prov 23:29–24:32,289v,580,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_289v,,,289v
Prov 24:33–26:12,290r,581,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_290r,,,290r
Prov 26:13–28:2,290v,582,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_290v,,,290v
Prov 28:2–29:16,291r,583,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_291r,,,291r
Prov 29:17–30:24,291v,584,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_291v,,,291v
Prov 30:25–31:31,292r,585,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_292r,,,292r
Ruth 1:1–2:3,292v,586,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_292v,,,292v
Ruth 2:3–3:2,293r,587,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_293r,,,293r
Ruth 3:2–4:7,293v,588,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_293v,,,293v
Ruth 4:7–Song 1:12,294r,589,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_294r,,,294r
Song 1:12–3:11,294v,590,https://barhama.com/aleppocodex/?image=ALEPPO_CODEX_294v,After,,294v
